timestamp,component,model_or_tool,tokens_in,tokens_out,latency_ms,cost_usd,conversation_id
2025-11-29T14:27:22.631537+00:00,google_maps,places_gym,,,202.47,,
2025-11-29T14:27:23.017647+00:00,google_maps,places_school,,,201.542,,
2025-11-29T14:27:23.376333+00:00,google_maps,places_university,,,191.671,,
2025-11-29T14:27:23.831859+00:00,google_maps,places_park,,,220.255,,
2025-11-29T14:27:24.224134+00:00,google_maps,places_shopping_mall,,,202.378,,
2025-11-29T14:27:24.593153+00:00,google_maps,places_hospital,,,199.023,,
2025-11-29T14:27:24.963219+00:00,google_maps,places_beach,,,199.453,,
2025-11-29T14:27:25.295439+00:00,google_maps,geocode,,,150.815,,
2025-11-29T14:27:25.673599+00:00,google_maps,places_gym,,,197.887,,
2025-11-29T14:27:26.058781+00:00,google_maps,places_school,,,197.799,,
2025-11-29T14:27:26.420076+00:00,google_maps,places_university,,,189.923,,
2025-11-29T14:27:26.781729+00:00,google_maps,places_park,,,186.721,,
2025-11-29T14:27:27.157359+00:00,google_maps,places_shopping_mall,,,198.557,,
2025-11-29T14:27:27.553963+00:00,google_maps,places_hospital,,,222.135,,
2025-11-29T14:27:27.932372+00:00,google_maps,places_beach,,,205.234,,
2025-11-29T14:27:28.282842+00:00,google_maps,geocode,,,166.726,,
2025-11-29T14:27:28.634456+00:00,google_maps,places_gym,,,171.657,,
2025-11-29T14:27:28.988284+00:00,google_maps,places_school,,,169.96,,
2025-11-29T14:27:29.336935+00:00,google_maps,places_university,,,163.715,,
2025-11-29T14:27:29.695405+00:00,google_maps,places_park,,,185.761,,
2025-11-29T14:27:30.047048+00:00,google_maps,places_shopping_mall,,,172.15,,
2025-11-29T14:27:30.399505+00:00,google_maps,places_hospital,,,161.865,,
2025-11-29T14:27:30.792801+00:00,google_maps,places_beach,,,204.349,,
2025-11-29T14:27:31.134486+00:00,google_maps,geocode,,,164.361,,
2025-11-29T14:27:31.517918+00:00,google_maps,places_gym,,,175.329,,
2025-11-29T14:27:31.868706+00:00,google_maps,places_school,,,169.751,,
2025-11-29T14:27:32.188211+00:00,google_maps,places_university,,,150.637,,
2025-11-29T14:27:32.536808+00:00,google_maps,places_park,,,179.181,,
2025-11-29T14:27:32.884388+00:00,google_maps,places_shopping_mall,,,171.9,,
2025-11-29T14:27:33.224566+00:00,google_maps,places_hospital,,,164.666,,
2025-11-29T14:27:33.594534+00:00,google_maps,places_beach,,,193.107,,
2025-11-29T14:27:42.917444+00:00,system2,gpt-4o-mini-2024-07-18,,,8812.658,,
